 INPUT STRING:	ندا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P74W1
      OFFSETS:	0-2
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(|h)
          POS:	FOREIGN
          VOC:	|h
        GLOSS:	nogloss

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P74W2
      OFFSETS:	3-5
       TOKENS:	P74W2-P74W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(ly)
          POS:	FOREIGN
          VOC:	ly
        GLOSS:	nogloss

 INPUT STRING:	بحاول
     IS_TRANS:	bHAwl
        INDEX:	P74W3
      OFFSETS:	6-11
       TOKENS:	P74W3-P74W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(bAaHAwil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+HAwil
        GLOSS:	[present-tense]+I+test/try/attempt/try out/test for ripeness/explore/invent/originate

 INPUT STRING:	أقلل
     IS_TRANS:	>qll
        INDEX:	P74W4
      OFFSETS:	12-16
       TOKENS:	P74W5-P74W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qalil_1]
   UNSPLITVOC:	(Aaqalil)
          POS:	IV1S+IV
          VOC:	Aa+qalil
        GLOSS:	I+lessen/reduce/diminish

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P75W1
      OFFSETS:	0-4
       TOKENS:	P75W1-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P75W2
      OFFSETS:	5-7
       TOKENS:	P75W3-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	بأديه
     IS_TRANS:	b>dyh
        INDEX:	P75W3
      OFFSETS:	8-13
       TOKENS:	P75W4-P75W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<id_1]
   UNSPLITVOC:	(bi<idiyh)
          POS:	PREP+NOUN.VN+POSS_PRON_3MS
          VOC:	bi+<idiy+uh
        GLOSS:	with/by+hand+his/its

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P75W4
      OFFSETS:	14-18
       TOKENS:	P75W7-P75W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P75W5
      OFFSETS:	19-21
       TOKENS:	P75W8-P75W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	يعملها
     IS_TRANS:	yEmlhA
        INDEX:	P75W6
      OFFSETS:	22-28
       TOKENS:	P75W9-P75W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomilhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+Eomil+hA
        GLOSS:	he/it+function/make/act/do+it/them/her

 INPUT STRING:	أفين
     IS_TRANS:	>fyn
        INDEX:	P76W1
      OFFSETS:	0-4
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>fyn)
          POS:	FOREIGN
          VOC:	>fyn
        GLOSS:	nogloss

 INPUT STRING:	التعامل
     IS_TRANS:	AltEAml
        INDEX:	P76W2
      OFFSETS:	5-12
       TOKENS:	P76W2-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAmul_1]
   UNSPLITVOC:	(AltaEAmul)
          POS:	DET+NOUN
          VOC:	Al+taEAmul
        GLOSS:	the+relations/dealings

 INPUT STRING:	ملهاش
     IS_TRANS:	mlhA$
        INDEX:	P77W1
      OFFSETS:	0-5
       TOKENS:	P77W1-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malhA$)
          POS:	VERB+PREP+PRON_3FS+NEG_PART
          VOC:	ma+li+hA+$
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+for/to+it/them/her+not

 INPUT STRING:	لازمة
     IS_TRANS:	lAzmp
        INDEX:	P77W2
      OFFSETS:	6-11
       TOKENS:	P77W5-P77W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzomap_1]
   UNSPLITVOC:	(lAzomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lAzom+ap
        GLOSS:	need/needs/thing/belongings/possession/object/large penis/chopper+[fem.sg.]

 INPUT STRING:	يعملها
     IS_TRANS:	yEmlhA
        INDEX:	P78W1
      OFFSETS:	0-6
       TOKENS:	P78W1-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomilhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+Eomil+hA
        GLOSS:	he/it+function/make/act/do+it/them/her

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P78W2
      OFFSETS:	7-12
       TOKENS:	P78W3-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P79W1
      OFFSETS:	0-4
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P79W2
      OFFSETS:	5-10
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P79W3
      OFFSETS:	11-14
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P80W1
      OFFSETS:	0-5
       TOKENS:	P80W1-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(warab~nA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	wa+rab~+nA
        GLOSS:	by+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يأس
     IS_TRANS:	y>s
        INDEX:	P81W1
      OFFSETS:	0-3
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(y>s)
          POS:	FOREIGN
          VOC:	y>s
        GLOSS:	nogloss

 INPUT STRING:	أكيد
     IS_TRANS:	>kyd
        INDEX:	P81W2
      OFFSETS:	4-8
       TOKENS:	P81W2-P81W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	واكلانى
     IS_TRANS:	wAklAnY
        INDEX:	P82W1
      OFFSETS:	0-7
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wAklAnY)
          POS:	TYPO
          VOC:	wAklAnY
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P82W2
      OFFSETS:	8-10
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P82W3
      OFFSETS:	11-14
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P82W4
      OFFSETS:	15-19
       TOKENS:	P82W4-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P82W5
      OFFSETS:	20-22
       TOKENS:	P82W5-P82W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ريم
     IS_TRANS:	rym
        INDEX:	P82W6
      OFFSETS:	23-26
       TOKENS:	P82W6-P82W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riym_1]
   UNSPLITVOC:	(riym)
          POS:	NOUN_PROP
          VOC:	riym
        GLOSS:	Reem/Rim

 INPUT STRING:	حبيبتى
     IS_TRANS:	HbybtY
        INDEX:	P83W1
      OFFSETS:	0-6
       TOKENS:	P83W1-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	بحبك
     IS_TRANS:	bHbk
        INDEX:	P84W1
      OFFSETS:	0-4
       TOKENS:	P84W1-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~ik)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	bi+Aa+Hib~+ik
        GLOSS:	[present-tense]+I+love/like/want+you

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P84W2
      OFFSETS:	5-8
       TOKENS:	P84W4-P84W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P85W1
      OFFSETS:	0-4
       TOKENS:	P85W1-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يثبتك
     IS_TRANS:	yvbtk
        INDEX:	P85W2
      OFFSETS:	5-10
       TOKENS:	P85W3-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vab~at_1]
   UNSPLITVOC:	(yivobitik)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+vobit+ik
        GLOSS:	he/it+confirm/reinforce/be confirmed/be reinforced+you

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P85W3
      OFFSETS:	11-13
       TOKENS:	P85W5-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P85W4
      OFFSETS:	14-17
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P85W5
      OFFSETS:	18-22
       TOKENS:	P85W7-P85W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P86W1
      OFFSETS:	0-5
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN_PROP
          VOC:	ramaDAn
        GLOSS:	Ramadan

 INPUT STRING:	جاي
     IS_TRANS:	jAy
        INDEX:	P86W2
      OFFSETS:	6-9
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy_1]
   UNSPLITVOC:	(jAy)
          POS:	ADJ
          VOC:	jAy
        GLOSS:	arriving/coming/proceeding/next/following/future/revenue/profit

 INPUT STRING:	حيديكي
     IS_TRANS:	Hydyky
        INDEX:	P87W1
      OFFSETS:	0-6
       TOKENS:	P87W1-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(Hayid~iykiy)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:2FS
          VOC:	Ha+yi+d~iy+ik
        GLOSS:	will+he/it+give/provide/hand over/be given/be provided/carry out/perform/lead+you

 INPUT STRING:	بوش
     IS_TRANS:	bw$
        INDEX:	P87W2
      OFFSETS:	7-10
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bw$)
          POS:	FOREIGN
          VOC:	bw$
        GLOSS:	nogloss

 INPUT STRING:	أكتر
     IS_TRANS:	>ktr
        INDEX:	P87W3
      OFFSETS:	11-15
       TOKENS:	P87W5-P87W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	يأس
     IS_TRANS:	y>s
        INDEX:	P88W1
      OFFSETS:	0-3
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(y>s)
          POS:	FOREIGN
          VOC:	y>s
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P88W2
      OFFSETS:	4-6
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P88W3
      OFFSETS:	7-10
       TOKENS:	P88W3-P88W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ناوية
     IS_TRANS:	nAwyp
        INDEX:	P88W4
      OFFSETS:	11-16
       TOKENS:	P88W4-P88W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAwiy_1]
   UNSPLITVOC:	(nAwoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAwoy+ap
        GLOSS:	intending+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P88W5
      OFFSETS:	17-20
       TOKENS:	P88W5-P88W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P88W6
      OFFSETS:	21-24
       TOKENS:	P88W6-P88W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P88W7
      OFFSETS:	25-27
       TOKENS:	P88W7-P88W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P88W8
      OFFSETS:	28-31
       TOKENS:	P88W8-P88W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P88W9
      OFFSETS:	32-36
       TOKENS:	P88W9-P88W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

