 INPUT STRING:	الو
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be/was/were

 INPUT STRING:	الكهرباء
     IS_TRANS:	AlkhrbA'
        INDEX:	P80W3
      OFFSETS:	10-18
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kahorabA'_1]
   UNSPLITVOC:	(AlkahorabA')
          POS:	DET+NOUN
          VOC:	Al+kahorabA'
        GLOSS:	the+electricity

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P80W4
      OFFSETS:	19-24
       TOKENS:	P80W4-P80W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	at/have/possession/with+our

 INPUT STRING:	بوظة
     IS_TRANS:	bwZp
        INDEX:	P80W5
      OFFSETS:	25-29
       TOKENS:	P80W6-P80W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bwZp)
          POS:	TYPO
          VOC:	bwZp
        GLOSS:	nogloss

 INPUT STRING:	البطارية
     IS_TRANS:	AlbTAryp
        INDEX:	P80W6
      OFFSETS:	30-38
       TOKENS:	P80W7-P80W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baT~Ariy~ap_1]
   UNSPLITVOC:	(AlbaT~Ariy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+baT~Ariy~+ap
        GLOSS:	the+battery+[fem.sg.]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P81W1
      OFFSETS:	0-3
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	REL_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P82W1
      OFFSETS:	0-2
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P82W2
      OFFSETS:	3-5
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P82W3
      OFFSETS:	6-10
       TOKENS:	P82W3-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+his/its

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P82W4
      OFFSETS:	11-15
       TOKENS:	P82W5-P82W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	ضمان
     IS_TRANS:	DmAn
        INDEX:	P82W5
      OFFSETS:	16-20
       TOKENS:	P82W6-P82W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DamAn_1]
   UNSPLITVOC:	(DamAn)
          POS:	NOUN
          VOC:	DamAn
        GLOSS:	guarantee/insurance/guarantees

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P83W1
      OFFSETS:	0-5
       TOKENS:	P83W1-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	الكهرباء
     IS_TRANS:	AlkhrbA'
        INDEX:	P83W2
      OFFSETS:	6-14
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kahorabA'_1]
   UNSPLITVOC:	(AlkahorabA')
          POS:	DET+NOUN
          VOC:	Al+kahorabA'
        GLOSS:	the+electricity

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P83W3
      OFFSETS:	15-17
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P83W4
      OFFSETS:	18-21
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P83W5
      OFFSETS:	22-25
       TOKENS:	P83W6-P83W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	gayr
        GLOSS:	not/other

 INPUT STRING:	عندم
     IS_TRANS:	Endm
        INDEX:	P83W6
      OFFSETS:	26-30
       TOKENS:	P83W7-P83W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Endm)
          POS:	TYPO
          VOC:	Endm
        GLOSS:	nogloss

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P84W1
      OFFSETS:	0-4
       TOKENS:	P84W1-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Eanod+ik
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P85W1
      OFFSETS:	0-2
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	الايفون
     IS_TRANS:	AlAyfwn
        INDEX:	P86W1
      OFFSETS:	0-7
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlAyfwn)
          POS:	FOREIGN
          VOC:	AlAyfwn
        GLOSS:	nogloss

 INPUT STRING:	اشتغل
     IS_TRANS:	A$tgl
        INDEX:	P86W2
      OFFSETS:	8-13
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(Ai$otagal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Ai$otagal+(null)
        GLOSS:	function/direct/guide/lead/be directed/be guided/be lead/perform (function)+he/it

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P86W3
      OFFSETS:	14-16
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P86W4
      OFFSETS:	17-20
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P87W1
      OFFSETS:	0-4
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	NOUN
          VOC:	EAdiy
        GLOSS:	aggressive/hostile/ordinary/normal/regular/chaser/plain

 INPUT STRING:	الضنان
     IS_TRANS:	AlDnAn
        INDEX:	P88W1
      OFFSETS:	0-6
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlDnAn)
          POS:	TYPO
          VOC:	AlDnAn
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P88W2
      OFFSETS:	7-9
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكارتونه
     IS_TRANS:	AlkArtwnh
        INDEX:	P88W3
      OFFSETS:	10-19
       TOKENS:	P88W3-P88W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kArotuwnap_1]
   UNSPLITVOC:	(AlkArotuwnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kArotuwn+ap
        GLOSS:	the+cartoon+[fem.sg.]

 INPUT STRING:	بتاعته
     IS_TRANS:	btAEth
        INDEX:	P88W4
      OFFSETS:	20-26
       TOKENS:	P88W4-P88W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEituh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	bitAE+ap+uh
        GLOSS:	owned by+[fem.sg.]+his/its

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P89W1
      OFFSETS:	0-2
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P90W1
      OFFSETS:	0-3
       TOKENS:	P90W1-P90W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هنام
     IS_TRANS:	hnAm
        INDEX:	P90W2
      OFFSETS:	4-8
       TOKENS:	P90W2-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HaAanAm)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+nAm
        GLOSS:	will+I+sleep/lie down

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P90W3
      OFFSETS:	9-11
       TOKENS:	P90W4-P90W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اماني
     IS_TRANS:	AmAny
        INDEX:	P90W4
      OFFSETS:	12-17
       TOKENS:	P90W5-P90W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamAniy_1]
   UNSPLITVOC:	(AmAniy)
          POS:	NOUN_PROP
          VOC:	AmAniy
        GLOSS:	Amani

 INPUT STRING:	اصبحي
     IS_TRANS:	ASbHy
        INDEX:	P91W1
      OFFSETS:	0-5
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SabaH_1]
   UNSPLITVOC:	(AiSobaHiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiSobaH+iy
        GLOSS:	become/start+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P91W2
      OFFSETS:	6-9
       TOKENS:	P91W2-P91W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P91W3
      OFFSETS:	10-13
       TOKENS:	P91W3-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xiyr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P92W1
      OFFSETS:	0-5
       TOKENS:	P92W1-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P92W2
      OFFSETS:	6-8
       TOKENS:	P92W3-P92W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اهله
     IS_TRANS:	Ahlh
        INDEX:	P92W3
      OFFSETS:	9-13
       TOKENS:	P92W4-P92W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>aholuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>ahol+uh
        GLOSS:	family/people/families/folk/indigenous people/qualified/welcome!+his/its

 INPUT STRING:	اميرة
     IS_TRANS:	Amyrp
        INDEX:	P93W1
      OFFSETS:	0-5
       TOKENS:	P93W1-P93W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amiyrap_1]
   UNSPLITVOC:	(>amiyrap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	>amiyr+ap
        GLOSS:	Amira+[fem.sg.]

