 INPUT STRING:	مروة
       TOKENS:	P18W31-P18W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	HDrt
     IS_TRANS:	HDrt
        INDEX:	P18W26
      OFFSETS:	108-112
       TOKENS:	P18W32-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDar_1]
   UNSPLITVOC:	(HaDart)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	HaDar+t
        GLOSS:	attend/appear/be present+I

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P18W27
      OFFSETS:	113-116
       TOKENS:	P18W33-P18W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P18W28
      OFFSETS:	117-122
       TOKENS:	P18W34-P18W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	مفهمتش
     IS_TRANS:	mfhmt$
        INDEX:	P18W29
      OFFSETS:	123-129
       TOKENS:	P18W35-P18W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(mA_fihimti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+fihim+t+$
        GLOSS:	not+understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+I+not

 INPUT STRING:	بيعملوا
     IS_TRANS:	byEmlwA
        INDEX:	P18W30
      OFFSETS:	130-137
       TOKENS:	P18W38-P18W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomiluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+Eomil+uwA
        GLOSS:	[present-tense]+they+function/make/act/do+[pl.]

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P18W31
      OFFSETS:	138-141
       TOKENS:	P18W40-P18W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	yfk
     IS_TRANS:	yfk
        INDEX:	P19W2
      OFFSETS:	5-8
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~_1]
   UNSPLITVOC:	(yifuk~)
          POS:	IV3MS+IV
          VOC:	yi+fuk~
        GLOSS:	he/it+separate/dismantle/detach/disengage

 INPUT STRING:	كربك
     IS_TRANS:	krbk
        INDEX:	P19W3
      OFFSETS:	9-13
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[karob_1]
   UNSPLITVOC:	(karobik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	karob+ik
        GLOSS:	worry/fear+your

 INPUT STRING:	آمين
     IS_TRANS:	|myn
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|amiyn_1]
   UNSPLITVOC:	(|amiyn)
          POS:	VERB
          VOC:	|amiyn
        GLOSS:	amen!/respond/answer

 INPUT STRING:	سارة
     IS_TRANS:	sArp
        INDEX:	P20W2
      OFFSETS:	5-9
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sArap_1]
   UNSPLITVOC:	(sArap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	sAr+ap
        GLOSS:	Sarah+[fem.sg.]

