 INPUT STRING:	ولاء
   UNSPLITVOC:	(jiybtuhum)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3P
          VOC:	jiyb+t+hum
        GLOSS:	bring+I+them

 INPUT STRING:	ابدلهم
     IS_TRANS:	Abdlhm
        INDEX:	P35W1
      OFFSETS:	0-6
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bad~il_1]
   UNSPLITVOC:	(>abod~ilhum)
          POS:	IV1S+IV+IVSUFF_DO:3P
          VOC:	>a+bod~il+hum
        GLOSS:	I+substitute/exchange/replace+them

 INPUT STRING:	بقطن
     IS_TRANS:	bqTn
        INDEX:	P35W2
      OFFSETS:	7-11
       TOKENS:	P35W3-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quTon_1]
   UNSPLITVOC:	(biquTon)
          POS:	PREP+NOUN
          VOC:	bi+quTon
        GLOSS:	with/by+cotton

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P35W3
      OFFSETS:	12-14
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	خروج
     IS_TRANS:	xrwj
        INDEX:	P35W4
      OFFSETS:	15-19
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuruwj_1]
   UNSPLITVOC:	(xuruwj)
          POS:	NOUN
          VOC:	xuruwj
        GLOSS:	exit/getting out/departure/deviation/trimming/piping

 INPUT STRING:	جيبت
     IS_TRANS:	jybt
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(jiybt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	jiyb+t
        GLOSS:	bring+I

 INPUT STRING:	فوطه
     IS_TRANS:	fwTh
        INDEX:	P36W2
      OFFSETS:	5-9
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fuwTap_1]
   UNSPLITVOC:	(fuwTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fuwT+ap
        GLOSS:	napkin/napkins+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W3
      OFFSETS:	10-11
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	شرابات
     IS_TRANS:	$rAbAt
        INDEX:	P36W4
      OFFSETS:	12-18
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ur~Ab_1]
   UNSPLITVOC:	($ur~AbAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	$ur~Ab+At
        GLOSS:	stocking/sock+[fem.pl.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P37W1
      OFFSETS:	0-2
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P37W2
      OFFSETS:	3-5
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	حجيبها
     IS_TRANS:	HjybhA
        INDEX:	P37W3
      OFFSETS:	6-12
       TOKENS:	P37W3-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(HaAajiybahA)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	Ha+Aa+jiyb+hA
        GLOSS:	will+I+bring+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P37W4
      OFFSETS:	13-15
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P37W5
      OFFSETS:	16-19
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P37W6
      OFFSETS:	20-22
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P37W7
      OFFSETS:	23-26
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P37W8
      OFFSETS:	27-31
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P37W9
      OFFSETS:	32-36
       TOKENS:	P37W11-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	لسة
     IS_TRANS:	lsp
        INDEX:	P37W10
      OFFSETS:	37-40
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P37W11
      OFFSETS:	41-43
       TOKENS:	P37W14-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P37W12
      OFFSETS:	44-49
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	الاشكال
     IS_TRANS:	AlA$kAl
        INDEX:	P37W13
      OFFSETS:	50-57
       TOKENS:	P37W16-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(Al>a$okAl)
          POS:	DET+NOUN
          VOC:	Al+>a$okAl
        GLOSS:	the+manner/form/configuration/manners/types/forms/configurations

 INPUT STRING:	والالوان
     IS_TRANS:	wAlAlwAn
        INDEX:	P37W14
      OFFSETS:	58-66
       TOKENS:	P37W17-P37W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lawn_1]
   UNSPLITVOC:	(wiAl>alowAn)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>alowAn
        GLOSS:	and+the+color/tint/colors/tints/type/sort/types/sorts

 INPUT STRING:	فلسة
     IS_TRANS:	flsp
        INDEX:	P37W15
      OFFSETS:	67-71
       TOKENS:	P37W19-P37W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(falis~ah)
          POS:	CONJ+ADV
          VOC:	fa+lis~ah
        GLOSS:	so/and+yet

 INPUT STRING:	حنقيها
     IS_TRANS:	HnqyhA
        INDEX:	P37W16
      OFFSETS:	72-78
       TOKENS:	P37W21-P37W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naq~aY_1]
   UNSPLITVOC:	(HaAanaq~iyhA)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	Ha+Aa+naq~iy+hA
        GLOSS:	will+I+choose+it/them/her

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Eanod+ik
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	شنطه
     IS_TRANS:	$nTh
        INDEX:	P38W2
      OFFSETS:	5-9
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$anoTap_1]
   UNSPLITVOC:	($anoTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$anoT+ap
        GLOSS:	suitcase/suitcases+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P39W1
      OFFSETS:	0-2
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P39W2
      OFFSETS:	3-9
       TOKENS:	P39W2-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P39W3
      OFFSETS:	10-11
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	)
     IS_TRANS:	)
        INDEX:	P39W4
      OFFSETS:	11-12
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	())
          POS:	PUNC
          VOC:	)
        GLOSS:	)

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P40W1
      OFFSETS:	0-1
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P40W2
      OFFSETS:	2-6
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	جبت
     IS_TRANS:	jbt
        INDEX:	P40W3
      OFFSETS:	7-10
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(jibt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	jib+t
        GLOSS:	bring+I

 INPUT STRING:	فرشه
     IS_TRANS:	fr$h
        INDEX:	P40W4
      OFFSETS:	11-15
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furo$ap_1]
   UNSPLITVOC:	(furo$ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	furo$+ap
        GLOSS:	tablecloth/bedding+[fem.sg.]

 INPUT STRING:	دانتيل
     IS_TRANS:	dAntyl
        INDEX:	P40W5
      OFFSETS:	16-22
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAnotiyl_1]
   UNSPLITVOC:	(dAnotiyl)
          POS:	NOUN
          VOC:	dAnotiyl
        GLOSS:	lacework

 INPUT STRING:	للسبوع
     IS_TRANS:	llsbwE
        INDEX:	P40W6
      OFFSETS:	23-29
       TOKENS:	P40W6-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[subuwE_1]
   UNSPLITVOC:	(lils~ubuwE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+subuwE
        GLOSS:	for/to+the+a ceremony of seventh day after the birth of a child

 INPUT STRING:	هههههه
     IS_TRANS:	hhhhhh
        INDEX:	P40W7
      OFFSETS:	30-36
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laughter/laughing

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P41W1
      OFFSETS:	0-2
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	اقفل
     IS_TRANS:	Aqfl
        INDEX:	P41W2
      OFFSETS:	3-7
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(Aaqofil)
          POS:	IV1S+IV
          VOC:	Aa+qofil
        GLOSS:	I+return/lock

 INPUT STRING:	التاسع
     IS_TRANS:	AltAsE
        INDEX:	P41W3
      OFFSETS:	8-14
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAsiE_1]
   UNSPLITVOC:	(AltAsiE)
          POS:	DET+ADJ
          VOC:	Al+tAsiE
        GLOSS:	the+ninth/in ninth place

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P41W4
      OFFSETS:	15-18
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADJ
          VOC:	Aw~il
        GLOSS:	first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	اربعة
     IS_TRANS:	ArbEp
        INDEX:	P41W5
      OFFSETS:	19-24
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ArobaEap_1]
   UNSPLITVOC:	(ArobaEap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	ArobaE+ap
        GLOSS:	four+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P41W6
      OFFSETS:	25-27
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P41W7
      OFFSETS:	28-31
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P41W8
      OFFSETS:	32-36
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	معادك
     IS_TRANS:	mEAdk
        INDEX:	P42W1
      OFFSETS:	0-5
       TOKENS:	P42W1-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAd_1]
   UNSPLITVOC:	(mA_EAdik)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2FS
          VOC:	mA+EAd+(null)+ik
        GLOSS:	not+return/go back/no longer+he/it+you

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P42W2
      OFFSETS:	6-9
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(|axir)
          POS:	NOUN
          VOC:	|axir
        GLOSS:	end/later part

 INPUT STRING:	4
     IS_TRANS:	4
        INDEX:	P42W3
      OFFSETS:	10-11
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	NOUN_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	ابدأ
     IS_TRANS:	Abd>
        INDEX:	P43W2
      OFFSETS:	5-9
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(Aaboda>)
          POS:	IV1S+IV
          VOC:	Aa+boda>
        GLOSS:	I+start/begin

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P43W3
      OFFSETS:	10-12
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التامن
     IS_TRANS:	AltAmn
        INDEX:	P43W4
      OFFSETS:	13-19
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAmin_1]
   UNSPLITVOC:	(AltAmin)
          POS:	DET+ADJ
          VOC:	Al+tAmin
        GLOSS:	the+eighth

 INPUT STRING:	باذن
     IS_TRANS:	bA*n
        INDEX:	P43W5
      OFFSETS:	20-24
       TOKENS:	P43W5-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i*on_1]
   UNSPLITVOC:	(bi<i*on)
          POS:	PREP+NOUN
          VOC:	bi+<i*on
        GLOSS:	with/by+permission/authorization/bonds

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P43W6
      OFFSETS:	25-29
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يااااااه
     IS_TRANS:	yAAAAAAh
        INDEX:	P44W1
      OFFSETS:	0-8
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAh_1]
   UNSPLITVOC:	(yAh)
          POS:	INTERJ
          VOC:	yAh
        GLOSS:	Oh

 INPUT STRING:	بحسبك
     IS_TRANS:	bHsbk
        INDEX:	P45W1
      OFFSETS:	0-5
       TOKENS:	P45W1-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(bAaHosibik)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	bi+Aa+Hosib+ik
        GLOSS:	[present-tense]+I+compute/charge/be computed/be charged+you

 INPUT STRING:	اخرك
     IS_TRANS:	Axrk
        INDEX:	P45W2
      OFFSETS:	6-10
       TOKENS:	P45W4-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(Axirik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Axir+ik
        GLOSS:	end/later part+your

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P45W3
      OFFSETS:	11-14
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P45W4
      OFFSETS:	15-18
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(|axir)
          POS:	NOUN
          VOC:	|axir
        GLOSS:	end/later part

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P45W5
      OFFSETS:	19-20
       TOKENS:	P45W8-P45W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P46W1
      OFFSETS:	0-3
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	اقفل
     IS_TRANS:	Aqfl
        INDEX:	P46W2
      OFFSETS:	4-8
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(Aaqofil)
          POS:	IV1S+IV
          VOC:	Aa+qofil
        GLOSS:	I+return/lock

 INPUT STRING:	التاسع
     IS_TRANS:	AltAsE
        INDEX:	P46W3
      OFFSETS:	9-15
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAsiE_1]
   UNSPLITVOC:	(AltAsiE)
          POS:	DET+ADJ
          VOC:	Al+tAsiE
        GLOSS:	the+ninth/in ninth place

 INPUT STRING:	٨
     IS_TRANS:	&#x668;
        INDEX:	P46W4
      OFFSETS:	16-17
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(8)
          POS:	NOUN_NUM
          VOC:	8
        GLOSS:	8

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P46W5
      OFFSETS:	17-18
