 INPUT STRING:	بأقول
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	why

 INPUT STRING:	لامنية
     IS_TRANS:	lAmnyp
        INDEX:	P55W6
      OFFSETS:	24-30
       TOKENS:	P55W6-P55W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aumoniy~ap_1]
   UNSPLITVOC:	(liAumoniy~ap)
          POS:	PREP+NOUN_PROP
          VOC:	li+Aumoniy~ap
        GLOSS:	for/to+omnia

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P55W7
      OFFSETS:	31-35
       TOKENS:	P55W8-P55W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P55W8
      OFFSETS:	36-40
       TOKENS:	P55W9-P55W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	بتلعب
     IS_TRANS:	btlEb
        INDEX:	P55W9
      OFFSETS:	41-46
       TOKENS:	P55W10-P55W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(bitiloEab)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+loEab
        GLOSS:	[present-tense]+it/they/she+play

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P55W10
      OFFSETS:	47-49
       TOKENS:	P55W12-P55W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحوش
     IS_TRANS:	AlHw$
        INDEX:	P55W11
      OFFSETS:	50-55
       TOKENS:	P55W13-P55W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Huw$_1]
   UNSPLITVOC:	(AlHuw$)
          POS:	DET+NOUN
          VOC:	Al+Huw$
        GLOSS:	the+enclosure/courtyard/enclosures/courtyards

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P55W12
      OFFSETS:	56-57
       TOKENS:	P55W14-P55W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	هاهي
     IS_TRANS:	hAhy
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hA_1]
   UNSPLITVOC:	(hA)
          POS:	INTERJ
          VOC:	hA
        GLOSS:	express happiness

 INPUT STRING:	حوش
     IS_TRANS:	Hw$
        INDEX:	P57W1
      OFFSETS:	0-3
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Huw$_1]
   UNSPLITVOC:	(Huw$)
          POS:	NOUN
          VOC:	Huw$
        GLOSS:	enclosure/courtyard/enclosures/courtyards

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P57W2
      OFFSETS:	4-7
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so then

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P57W3
      OFFSETS:	8-13
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P57W4
      OFFSETS:	14-17
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	become/begin/start/be/begin a new day+it/they/she

 INPUT STRING:	واعية
     IS_TRANS:	wAEyp
        INDEX:	P57W5
      OFFSETS:	18-23
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAEiy_1]
   UNSPLITVOC:	(wAEoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAEoy+ap
        GLOSS:	aware/alert/conscious+[fem.sg.]

 INPUT STRING:	ومدقدقة
     IS_TRANS:	wmdqdqp
        INDEX:	P57W6
      OFFSETS:	24-31
       TOKENS:	P57W6-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[madaqdaq_1]
   UNSPLITVOC:	(wimadaqdaqap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+madaqdaq+ap
        GLOSS:	and+alert/conscious+[fem.sg.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P58W1
      OFFSETS:	0-2
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P58W2
      OFFSETS:	3-5
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ly)
          POS:	TYPO
          VOC:	ly
        GLOSS:	nogloss

 INPUT STRING:	وصلت
     IS_TRANS:	wSlt
        INDEX:	P58W3
      OFFSETS:	6-10
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(waSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	waSal+it
        GLOSS:	arrive at/reach/connect/be arrived at/be reached/be connected+it/they/she

