 INPUT STRING:	دودو
 INPUT STRING:	هاههة
     IS_TRANS:	hAhhp
        INDEX:	P67W1
      OFFSETS:	0-5
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAh_1]
   UNSPLITVOC:	(hAhahap)
          POS:	INTERJ
          VOC:	hAhahap
        GLOSS:	laughing

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P68W1
      OFFSETS:	0-2
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P68W2
      OFFSETS:	3-8
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P68W3
      OFFSETS:	9-12
       TOKENS:	P68W3-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	ماشية
     IS_TRANS:	mA$yp
        INDEX:	P68W4
      OFFSETS:	13-18
       TOKENS:	P68W5-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$oyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mA$oy+ap
        GLOSS:	going/walking/on foot+[fem.sg.]

 INPUT STRING:	الحال
     IS_TRANS:	AlHAl
        INDEX:	P68W5
      OFFSETS:	19-24
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlHAl)
          POS:	DET+NOUN
          VOC:	Al+HAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

 INPUT STRING:	بخير
     IS_TRANS:	bxyr
        INDEX:	P69W1
      OFFSETS:	0-4
       TOKENS:	P69W1-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(bixiyr)
          POS:	PREP+NOUN
          VOC:	bi+xiyr
        GLOSS:	with/by+good

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P69W2
      OFFSETS:	5-10
       TOKENS:	P69W3-P69W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P69W3
      OFFSETS:	11-16
       TOKENS:	P69W5-P69W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P69W4
      OFFSETS:	17-20
       TOKENS:	P69W6-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	طمنيني
     IS_TRANS:	Tmnyny
        INDEX:	P70W1
      OFFSETS:	0-6
       TOKENS:	P70W1-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tam~in_1]
   UNSPLITVOC:	(Tam~iniyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	Tam~in+iy+niy
        GLOSS:	assuage/calm down/pacify/reassure+you+me

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P70W2
      OFFSETS:	7-12
       TOKENS:	P70W3-P70W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealaykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P70W3
      OFFSETS:	13-18
       TOKENS:	P70W5-P70W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[dAyim_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	كلميني
     IS_TRANS:	klmyny
        INDEX:	P71W1
      OFFSETS:	0-6
       TOKENS:	P71W1-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imiyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	kal~im+iy+niy
        GLOSS:	talk/speak/talk to+you+me

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P71W2
      OFFSETS:	7-9
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P71W3
      OFFSETS:	10-12
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	وقت
     IS_TRANS:	wqt
        INDEX:	P71W4
      OFFSETS:	13-16
       TOKENS:	P71W5-P71W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqot)
          POS:	NOUN
          VOC:	waqot
        GLOSS:	time/moment/period of time/moments/times

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P72W1
      OFFSETS:	0-3
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P72W2
      OFFSETS:	4-7
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P72W3
      OFFSETS:	8-11
       TOKENS:	P72W3-P72W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P72W4
      OFFSETS:	12-15
       TOKENS:	P72W4-P72W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P73W1
      OFFSETS:	0-3
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P73W2
      OFFSETS:	4-8
       TOKENS:	P73W2-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	اسبوع
     IS_TRANS:	AsbwE
        INDEX:	P73W3
      OFFSETS:	9-14
       TOKENS:	P73W4-P73W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usobuwE_1]
   UNSPLITVOC:	(>usobuwE)
          POS:	NOUN
          VOC:	>usobuwE
        GLOSS:	week/weeks

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P73W4
      OFFSETS:	15-18
       TOKENS:	P73W5-P73W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	اسبوع
     IS_TRANS:	AsbwE
        INDEX:	P73W5
      OFFSETS:	19-24
       TOKENS:	P73W6-P73W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usobuwE_1]
   UNSPLITVOC:	(>usobuwE)
          POS:	NOUN
          VOC:	>usobuwE
        GLOSS:	week/weeks

 INPUT STRING:	حسب
     IS_TRANS:	Hsb
        INDEX:	P74W1
      OFFSETS:	0-3
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(Hasab)
          POS:	NOUN
          VOC:	Hasab
        GLOSS:	according to/in accordance with

 INPUT STRING:	شغل
     IS_TRANS:	$gl
        INDEX:	P74W2
      OFFSETS:	4-7
       TOKENS:	P74W2-P74W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugol)
          POS:	NOUN
          VOC:	$ugol
        GLOSS:	work/activity/occupation/labor/business

 INPUT STRING:	عمار
     IS_TRANS:	EmAr
        INDEX:	P74W3
      OFFSETS:	8-12
       TOKENS:	P74W3-P74W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~Ar_1]
   UNSPLITVOC:	(Eam~Ar)
          POS:	NOUN_PROP
          VOC:	Eam~Ar
        GLOSS:	Ammar

 INPUT STRING:	بعمل
     IS_TRANS:	bEml
        INDEX:	P75W1
      OFFSETS:	0-4
       TOKENS:	P75W1-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bAaEomil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Eomil
        GLOSS:	[present-tense]+I+function/make/act/do

 INPUT STRING:	الرخصة
     IS_TRANS:	AlrxSp
        INDEX:	P75W2
      OFFSETS:	5-11
       TOKENS:	P75W3-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruxoSap_1]
   UNSPLITVOC:	(AlruxoSap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+ruxoS+ap
        GLOSS:	the+license/permit/licenses/permits+[fem.sg.]

 INPUT STRING:	بأشتغل
     IS_TRANS:	b>$tgl
        INDEX:	P76W1
      OFFSETS:	0-6
       TOKENS:	P76W1-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(bAa$otagal)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+$otagal
        GLOSS:	[present-tense]+I+function/direct/guide/lead/be directed/be guided/be lead/perform (function)

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P76W2
      OFFSETS:	8-13
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEAt_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN
          VOC:	sAEAt
        GLOSS:	sometimes

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P77W1
      OFFSETS:	0-4
       TOKENS:	P77W1-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P77W2
      OFFSETS:	5-9
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	صحاب
     IS_TRANS:	SHAb
        INDEX:	P77W3
      OFFSETS:	10-14
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SuHAb)
          POS:	NOUN
          VOC:	SuHAb
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions

 INPUT STRING:	ونت
     IS_TRANS:	wnt
        INDEX:	P77W4
      OFFSETS:	15-18
       TOKENS:	P77W5-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nit~_1]
   UNSPLITVOC:	(winit~)
          POS:	CONJ+NOUN
          VOC:	wi+nit~
        GLOSS:	and+internet

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P77W5
      OFFSETS:	19-24
       TOKENS:	P77W7-P77W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[dAyim_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P78W1
      OFFSETS:	0-5
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P78W2
      OFFSETS:	6-9
       TOKENS:	P78W2-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P79W1
      OFFSETS:	0-4
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P79W2
      OFFSETS:	5-7
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P79W3
      OFFSETS:	8-10
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	نعيش
     IS_TRANS:	nEy$
        INDEX:	P79W4
      OFFSETS:	11-15
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(niEiy$)
          POS:	IV1P+IV
          VOC:	ni+Eiy$
        GLOSS:	we+live/experience/long live!/be lived/be experienced

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P79W5
      OFFSETS:	16-18
       TOKENS:	P79W5-P79W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P79W6
      OFFSETS:	19-22
       TOKENS:	P79W6-P79W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some/a few/little/part

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P79W7
      OFFSETS:	23-25
       TOKENS:	P79W7-P79W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P79W8
      OFFSETS:	26-28
       TOKENS:	P79W8-P79W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	بنعرف
     IS_TRANS:	bnErf
        INDEX:	P79W9
      OFFSETS:	29-34
       TOKENS:	P79W9-P79W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(biniEoraf)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+Eoraf
        GLOSS:	[present-tense]+we+know

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P79W10
      OFFSETS:	35-38
       TOKENS:	P79W11-P79W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some/a few/little/part

 INPUT STRING:	وفعلا
     IS_TRANS:	wfElA
        INDEX:	P80W1
      OFFSETS:	0-5
       TOKENS:	P80W1-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(wifiEolAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+fiEol+AF
        GLOSS:	and+doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P80W2
      OFFSETS:	6-8
       TOKENS:	P80W3-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	there is+it/him

 INPUT STRING:	فرق
     IS_TRANS:	frq
        INDEX:	P80W3
      OFFSETS:	9-12
       TOKENS:	P80W5-P80W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroq_1]
   UNSPLITVOC:	(faroq)
          POS:	NOUN
          VOC:	faroq
        GLOSS:	difference/discrepancy/differences/discrepancies

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P81W1
      OFFSETS:	0-4
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P81W2
      OFFSETS:	5-7
       TOKENS:	P81W2-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P81W3
      OFFSETS:	8-12
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	مبسوطة
     IS_TRANS:	mbswTp
        INDEX:	P81W4
      OFFSETS:	13-19
       TOKENS:	P81W5-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mabosuwT_1]
   UNSPLITVOC:	(mabosuwTap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mabosuwT+ap
        GLOSS:	cheerful+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P81W5
      OFFSETS:	20-22
       TOKENS:	P81W6-P81W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P81W6
      OFFSETS:	23-28
       TOKENS:	P81W7-P81W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	آمين
     IS_TRANS:	|myn
        INDEX:	P82W1
      OFFSETS:	0-4
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|amiyn_1]
   UNSPLITVOC:	(|amiyn)
          POS:	VERB
          VOC:	|amiyn
        GLOSS:	amen!/respond/answer

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P83W1
      OFFSETS:	0-4
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	مابتقعدوش
     IS_TRANS:	mAbtqEdw$
        INDEX:	P83W2
      OFFSETS:	5-14
       TOKENS:	P83W2-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(mAbituquEduw$)
          POS:	NEG_PART+PROG_PART+IV2P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	mA+bi+tu+quEd+uw+$
        GLOSS:	not+[present-tense]+you+sit+[pl.]+not

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P83W3
      OFFSETS:	15-17
       TOKENS:	P83W6-P83W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P83W4
      OFFSETS:	18-21
       TOKENS:	P83W7-P83W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some/a few/little/part

 INPUT STRING:	أبدا
     IS_TRANS:	>bdA
        INDEX:	P83W5
      OFFSETS:	22-26
       TOKENS:	P83W8-P83W8
